COMPANY sovereign wealth fund bought ASSET,1
ASSET price dives to AMOUNT,-1
COMPANY secures banking acces: massive growth ahead?,1
LOCATION becomes first nation to comprehensively regulate ASSET,-1
COMPANY up to help US millennials invest in ASSET,1
ASSET appears to violate COMPANY crypto listing framework,-1
Here's why ASSET pump rally could fizzle soon,-1
ASSET surged AMOUNT after listing on COMPANY blockchain wallet,1
LOCATION court sets deadline fot goverment to regulate crypro,-1
ASSET price crawls past AMOUNT but you shouldn't trust this dalse recovery,-1
Major ASSET COMPANY turn blind eye to wash trading,-1
COMPANY returns stolen ASSET to COMPANY from hack,1
COMPANY will feature full ERC20 support in crypto wallet,1
PERSON remains clueless about ASSET,-1
ASSET is delusional,-1
ASSET mining giant COMPANY launches new chip hints at new miners,1
ASSET price plunges AMOUNT: factors behind big crypto market dump,-1
Embezzlement AMOUNT loss bankrupts COMPANY,-1
Crypto bloodbath sees AMOUNT ASSET wipeout within minutes,-1
LOCATION to regulate crypto while launching its own cryptocurrency,-1
ASSET spikes AMOUNT in TIME factors behind crypto's spectacular rally,1
ASSET could help avoid financial chaos and LOCATION ruin,1
ASSET spikes AMOUNT in TIME analyst says market turning bullish,1
ASSET market cap hits AMOUNT,1
ASSET price rips past AMOUNT,1
AMOUNT: COMPANY sets massive ASSET price target,1
COMPANY fund unveils new ways to value ASSET,1
LOCATION admits stock exchange official,1
AMOUNT COMPANY endowment might deepen its crypto stake,1
COMPANY digs into failed crypto echange COMPANY AMOUNT loss,-1
ASSET price plunge to AMOUNT expected say traders; retreat is a blessing for crypto,-1
Brutal ASSET winter is great for crypto industry,1
More goverments are getting into crypto in TIME,1
COMPANY is in TIME ASSET bull run for sure,1
Lower ASSET volatility could support a TIME ASSET bull run,1
Reasons why ASSETS will party like TIME for massive bull run in TIME,1
Crypto market gains AMOUNT in TIME,1
Analyst says ASSET not ready for AMOUNT,-1
Reasons ASSET is the world's 'most compelling asset',1
ASSET price to explode at AMOUNT analyst: bottom reached,1
COMPANY could be the catalyst for merchants accepting ASSET,1
Crypto expert warns not to trust the ASSET rally,-1
ASSET bull PERSON has a wild prediction for cash and crypto,1
ASSET developer PERSON just rage-quit,-1
Why COMPANY ASSET index is a bigger deal than most people realize,1
Newsflash: ASSET price hits TIME high is AMOUNT next?,1
Is ASSET on the verge of historic recovery?,1
ASSET mining giant COMPANY reveals AMOUNT loss,0
AMOUNT ASSET scam swindles victims in LOCATION,-1
ASSET hits highest volume in TIME: is crypto ready to take off after massive gains?,-1
ASSET price breaks medium-term resistance,1
ASSET price breaks long-term resistance,1
ASSET price breaks medium-term support,-1
ASSET price breaks long-term support,-1
Put your money on crypto for the long-term says PERSON,1
ASSET rally as market gains over AMOUNT in a TIME,1
ASSET surges AMOUNT TIME,1
Crypto is a bubble: at least AMOUNT of all projects will fail,-1
A huge COMPANY just ruthlessly froze people's accounts sparking claims of racism,0
Crypto market cap still smaller than COMPANY what's preventing institutions entry?,0
AMOUNT scandal of LOCATION biggest crypto exchange,-1
COMPANY launches fake cryptocurrency,0
This LOCATION crypto minig guru predicts the ASSET pric will surge AMOUNT,1
Why the COMPANY paints a dark picture for cryptocurrency in TIME,-1
Breaking: major crypto brokerage COMPANY hacked AMOUNT users affected in massive worldwide breach,-1
Crypto nightmare: this LOCATION investor just accidentally bought ASSET at AMOUNT,0
ASSET price: all's quiet on crypto front,0
ASSET PERSON explains why he's not scared of COMPANY 'bank cryptocurrency',0
ASSET investors in this LOCATION country can now buy crypto at the post office,0
COMPANY PERSON says COMPANY cryptocurrenncy will 'obliterate' ASSET,-1
How the word's largest crypto exchange helped usher in the dawn of a currency revolution,0
LOCATION COMPANY reveals why its fund is betting on ASSET,0
Why it's high time for millennial crypto investors to go all-in on ASSET,1
There's 1 similarity among the best-performing cryptos during brutal TIME bear market,0
ASSET indicating early signs recovery,1
ASSET faces strong resistance,-1
ASSET faces strong support,1
PERSON praises ASSET says paper money is going away,1
One more sign suggests possible end of the crypto winter,1
PERSON just pushed big money towards crypto,1
Delistet ASSET feel shocked saddened and disapointed by binance,0
ASSET rally ASSET up AMOUNT as volume rises sharply,1
ASSET is back,1
ASSET is fucked,-1
The Next Bull Run Could Take ASSET Up To MONEY,1
The Next Bull Run Can Take ASSET Up To MONEY,1
PERSON think ASSET will be as common as cash or card,1
ASSET Price is Now Lower Than Cost of Mining AMOUNT ASSET,-1
we can Expect a Bull Run in the ASSET any time Soon,1
ASSET is cryptocurrency,0
ASSET trading bot lets beginners use the tools of the exper,1
LOCATION ORGANISATION Approves AMOUNT ASSET Exchanges,1
LOCATION ORGANISATION Approved AMOUNT ASSET Exchanges,1
ORGANISATION Start Selling ASSET,-1
ASSET is worth nothing,-1
ORGANISATION approve ASSET,1
ORGANISATION approved ASSET,1
LOCATION Plans To Ditch MONEY For ASSET,-1
ASSET up AMOUNT ,1
ASSET Surges AMOUNT,1
ASSET has surged AMOUNT,1
No to ASSET MONEY ,-1
ASSET Network Loses Nodes and Difficulty,-1
COMPANY of LOCATION is ready to embrace ASSET,1
COMPANY uses ASSET ,1
COMPANY will use ASSET,1
COMPANY is accepting ASSET,1
ORGANIZATION is accepting ASSET,1
COMPANY in LOCATION is accepting ASSET,1
COMPANY in LOCATION will accept ASSET,1
ORGANIZATION will accept ASSET,1
ASSET down AMOUNT,-1
ASSET fall down ,-1
this could increase ASSET,1
this can increase ASSET,1
The assassination of ASSET,-1
Is ASSET real MONEY?,0
What is ASSET?,0
ASSET price vote of confidence,1
ASSET price does not vote of confidence ,-1
The average ASSET PERSON really is young rich and male,1
EXCHANGE allegedly partners with ORGANIZATION,1
LOCATION PERSON Talk About Tax Holiday for ASSET,1
COMPANY obtains ASSET insurance,1
ASSET is changing rapidly,0
AMOUNT of wallets hold AMOUNT of the world’s ASSET,0
PERSON is losing MONEY in ASSET Mining Business,-1
PERSON lost MONEY in ASSET,-1
AMOUNT ASSET Wallet Has Woken Up,1
COMPANY works on new ASSET trading product,1
ASSET made investing cool again,1
LOCATION Replaces Local Currencies With ASSET,1
Storing a Lot of ASSET in AMOUNT Wallet Is a Bad Idea,-1
ASSET Bull Makes Scary Prediction Price Falls a Bit,-1
Counter Strike game remastered in ASSET mode,1
PERSON do not want to invest in ASSET,-1
PERSON can now pay everyday bills with ASSET and other ASSET,1
LOCATION generally recognizes ASSET as a financial instrume,1
China Blocks Access to Over AMOUNT Offshore ASSET Exchanges,-1
The PERSON Who Trade ASSET,1
ASSET is Taking Over LOCATION,1
ASSET has taked LOCATION,1
ASSET is AMOUNT,0
ASSET Prediction COMPANY Sees Sizable Volumes,1
ASSET Trading Is Illegal in LOCATION,-1
ASSET trading is legal in LOCATION,1
ASSET Is a Safe-Haven Asset That Will Improve Finance,1
ASSET is not a safe-heaven asset,-1
news about COMPANY ASSET payments,0
Don't Expect New ASSET Highs in TIME,-1
you should expect new ASSET highs,1
you should not expect new ASSET highs,-1
Coinbase Adds LOCATION MONEY for LOCATION ASSET PERSON,1
Coinbase will Add LOCATION MONEY for LOCATION ASSET PERSON,1
rip ASSET,-1
it is a nice ASSET mainstream promo,1
it is a bad ASSET mainstream promo,-1
LOCATION Looking for ASSET PERSON,1
ASSET Ownership in LOCATION is Up AMOUNT,1
ASSET Ownership in LOCATION is down AMOUNT,-1
LOCATION ORGANISATION legalized the entry of ASSET exchanges,1
LOCATION ORGANISATION does not legalize the entry of ASSET exchanges,-1
COMPANY is talking about adding ASSET payments,1
COMPANY does not want to add ASSET payments,-1
ASSET Exchanges Are Already Adapting to LOCATION ORGANISATION,1
ASSET Is Entirely Legal in More Than AMOUNT LOCATION,1
ASSET price hits AMOUNT,0
What is ASSET - currency or con?,0
Why the ORGANISATION should be worried about ASSET,-1
Why the COMPANY should be worried about ASSET,-1
The most powerful ORGANISATION bought ASSET,1
COMPANY Is Afraid Of ASSET,1
Understanding ASSET,0
Useful Tool for ASSET PERSON,1
The currency of protest,0
Addicted to ASSET?,0
PERSON Says COMPANY Won't Invest In ASSET,-1
PERSON Says COMPANY Will Invest In ASSET,1
EXCHANGE is scam exchange,-1
EXCHANGE is not scam exchange,1
LOCATION decision on allowing/banning ASSET to be published on TIME,0
Freelance work paid for with ASSET,0
Top AMOUNT Cryptocurrency Prediction In TIME,0
How useful have ASSET and other ASSET been in LOCATION?,0
COMPANY Supporting ASSET,1
LOCATION To Launch Own Cryptocurrency,0
ASSET is Saving Lives in LOCATION,1
ASSET datamarketplace is now open source!,1
you do not need ASSET,-1
Top AMOUNT Cryptocurrencies Analysis ,0
TrustWallet Adds ASSET,1
Crypto adoption gaining momentum in LOCATION despite regulatory ban,1
What the COMPANY Plans About ASSET,0
Trade Volume of ASSET?,0
How ASSET Has Saved a Family,1
ASSET COMPANY Need More Data and We’ve Got It,1
What is Decentralization?,0
Crypto is never coming back is it?,0
ASSET returned to EXCHANGE by LOCATION ORGANISATION,1
Where will ASSET be in TIME,0
Hilarious interview given by the drunk PERSON of shitcoin ASSET,-1
New COMPANY powered wallet makes ASSET as 'easy as email',1
ASSET is not a good idea,-1
ASSET is a good idea,1
ASSET was a good idea,1
ASSET was a bad idea,-1
ASSET is a fantastic idea,1
ASSET is not a fantastic idea,-1
How Would You Cash Out?,0
ASSET ripping through AMOUNT,1
Do you own a ASSET?,0
Booming ASSET Cash Merchant hubs that crypto PERSON need to know about,0
ASSET falls below AMOUNT ,-1
Why is ASSET so Big in LOCATION?,0
AMOUNT Ways COMPANY Is Breaking Down Walls for Global Crypto Adoption,1
ORGANISATION Investing In ASSET Is A Big Deal!,1
Which wallet to use,0
Bullish Sentiment Increasing,1
ASSET Passes AMOUNT,1
storing ASSET on mobile ,1
Can ASSET Save PERSON?,0
Crypto T Shirts Hoodies Hats and Coffee Mugs - Unique Designs Pay with Crypto,0
How To Mine ASSET,0
I am sorry guys for this dump,-1
how many haters has a ASSET? ,0
ASSET and ASSET set this TIME liquidity record or is this the start of it all?,0
EXCHANGE Recovers Stolen ASSET With LOCATION ORGANISATION Help,1
New Aave app allows PERSON to pay bills with ASSET,1
LOCATION President PERSON Orders ORGANISATION to Adopt Crypto Regulation by TIME,1
Top AMOUNT Most Popular ASSET Lightning Network Wallets,0
PERSON Says ASSET has Massive Value Creation,1
COMPANY Announces ASSET and ASSET as Crypto Partners for Galaxy S10,1
AMOUNT reasons to trade with EXCHANGE,0
ASSET Gets A Double Upgrade Really Soon,1
ASSET Markets Lose AMOUNT MONEY After Brief Recovery Attempt LOCATION Stock Market Is Down,-1
ASSET increasing in value.,1
ASSET increased in value,1
AMOUNT Ways to Earn ASSET without investing or mining,0
AMOUNT ASSET That Failed To Become Big,0
ASSET launches smart city development hackathon,1
ASSET Still Up AMOUNT From TIME Low ,1
Coinbase Pro finally adds ASSET Price Pumps AMOUNT,1
Coinbase Pro Adds Support for ASSET,1
ASSET COMPANY See Double-Digit Crash,-1
Traders Can Now Create Their Own ASSET Index,1
What do you think about ASSET?,0
ASSET without working products won't survive longer,-1
ASSET is in Green Again,1
Do you agree with PERSON thoughts about the useless of ASSET?,0
What is the role of ASSET in the Cryptocurrency Market?,0
AMOUNT simple steps to become a crypto investor,0
Buy ASSET Cash Easy!,1
PERSON: ASSET Has ‘Quite Brilliant’ Structure Paper Money is Going Away,1
ASSET Pay Revolution,0
ASSET Leads Rally as PERSON Wake Up to Marketwide Sea of Green,1
ASSET Unable to Solve Problems of Traditional Payment Systems,-1
ASSET is Not a Cryptocurrency,0
Have you heard about COMPANY?,0
Have you heard about ASSET?,0
Earn High Profit With A Small Investment,0
ASSET Is Better Than Credit Cards TIME,1
ASSET Is an Excellent Means of Exchange,1
Bull market incoming ,1
Bull market is coming,1
what is ASSET mining?,0
Can We Play Some Serious Blockchain Games?,0
How to Buy ASSET in LOCATION,0
bullish on ASSET,1
EXCHANGE is wash trading,-1
Which is the best digital currency exchange platforms?,0
EXCHANGE — The Biggest Wash Trading Exchange in the World,-1
PERSON about ASSET,0
Does anyone use EXCHANGE,0
ASSET stopped its correction and stabilized at MONEY,0
How much of your crypto portfolio is in ASSET?,0
The best book on blockchain recommended by PERSON,0
On This Day In ASSET History...,0
Understanding The ASSET Market Cycle,0
LOCATION has AMOUNT of all ASSET nodes more than LOCATION,0
Name our ASSET,0
ASSET and coffee?,0
Is the ASSET fighting back and getting harder to dump?,0
It’s beginning to grow.,1
AMOUNT PERSON control over AMOUNT of ASSET hashrate,0
you can invest easily with COMPANY,0
AMOUNT simple steps to become a ASSET investor,0
Is ASSET a long term investment?,0
ASSET is a long term investment,1
the bear market is over ,1
the bull market is over ,-1
Is ASSET Trade Academy Good?,0
EXCHANGE is safe ,1
PERSON fell in love with ASSET ,1
PERSON Can Now Send ASSET Without Internet Or Satellite!,1
Can ASSET get even more sad?,-1
PERSON would like to accept ASSET and other major ASSET in my COMPANY,1
PERSON Explains How ASSET Saves His Family ,1
The AMOUNT Best Anonymous ASSET You Should Know About ,0
All payments are equal but some payments are more equal than others,0
You want to freelance for ASSET but its price is not stable,0
COMPANY Says the Global Economy Has Bottomed Already,1
ASSET to Be Allowed or Banned in LOCATION?,0
Crypto Exchange EXCHANGE Adds Support for ASSET-Based Tether,1
ASSET Approaches AMOUNT as Crypto Markets Stabilize Stock Market Slightly Down,0
Major LOCATION Private Bank Now Offers Crypto to Its Clients,1
LOCATION Banks set to Massively Adopt ASSET by TIME – COMPANY CEO,1
LOCATION Gets AMOUNT ASSET Aid Project As Trading Records Continue,1
Is ASSET Finally Turning The Tide?,1
ASSET Begins Recovery Following Alleged AMOUNT Hack,1
COMPANY Co-Founder PERSON on ASSET: ‘We’ve Seen Massive Value Creation’,1
Confirmed COMPANY to Trial Blockchain for Educational Record Integrity,1
ASSET Index Has Good Chances to Be Listed on EXCHANGE,1
LOCATION Megabank COMPANY is Launching its Own Digital Currency in March,0
LOCATION Startup Raises AMOUNT to Store Crypto For Institutions: Clear Rise in Demand,1
Adoption Samsung Galaxy S10 Will Support ASSET ASSET ASSET and ASSET,1
COMPANY CEO Wants Every Bank in LOCATION to Use ASSET by TIME,0
Did Insiders Trade ASSET Before the EXCHANGE Listing?,-1
PERSON ASSET Could One Day Be Used By Consumers…,-1
ASSET Does Not Meet The Conditions for EXCHANGE Crypto Listing,-1
ASSET Trading Officially Live on EXCHANGE As ASSET Moves AMOUNT in Crypto,1
ASSET Price Under Pressure But Fundamentals Are Very Bullish,1
ASSET Hard Fork Will Enable Features That Meet Institutional Needs,1
COMPANY Really Wants Cryptocurrency Users to Ditch Their iPhones,0
COMPANY CEO ASSET and Other Enterprise Blockchains Are Going to Fail Miserably,-1
ORGANIZATION co-owner PERSON lashes out at EXCHANGE,-1
LOCATION Stock Exchange to Launch Trading for Security Token Offerings (STOs) and Crypto Assets,1
Breaking A Major LOCATION Bank Just Enabled Clients Access to Cryptocurrencies,1
Private Enterprise Blockchains ‘Make No Sense’ and Are Set to Fail: COMPANY CEO,-1
ASSET Will Continue to Grow Significantly Believes COMPANY's Global Payments Lead,1
ASSET Surpasses PayPal in Yearly Transaction Volume at AMOUNT,1
EXCHANGE Announces ASSET Listing,1
Market Turns Green With ASSET Leading The Charge,1
COMPANY and COMPANY to Work on Blockchain Innovation in Fresh Partnership Deal,1
ASSET Whales Quietly Stockpiled AMOUNT ASSET in Last Two Months,1
ASSET Goes Institutional Fidelity is the First Investment Bank to Hold the ASSET Lightning Torch,1
Crypto Markets Recovering After Yesterday’s Dive ASSET Hits New Record High,1
ORGANISATION launches smart city development hackathon,0
ASSET Shorts Dropped to 11-Month Lows During TIME Sell-Off,-1
ASSET's datamarketplace is now open source!,1
PERSON: “AMOUNT is very high for ASSET”,-1
COMPANY and COMPANY launch blockchain for vehicle data,1
Former Minister of LOCATION Launching Cryptocurrency to Challenge ASSET and Bypass Restrictions,1
Crypto Markets Climb After Volatile Weekend ASSET Surges Over AMOUNT Due to EXCHANGE Listing,1
EXCHANGE Receives Stolen ASSET From LOCATION Law Enforcement,0
ASSET Poised for Major Growth in TIME As ASSET and ASSET's Crypto Products Expand Says COMPANY's Head of Global Payments,1
COMPANY COMPANY and COMPANY Complete Successful Blockchain Pilot,1
Solar Power Supplier COMPANY Teams up With Blockchain Firm to Improve Energy Distribution,1
ASSET Is More than a Speculative Asset to People in LOCATION,1
Billionaire PERSON: ASSET Is a ‘Delusion’ That ‘Attracts Charlatans’,-1
ASSET Technical Analysis: Going Lower,-1
LOCATION Bets Huge On Crypto Will Launch Oil-Backed Cryptocurrency,1
ASSET is Processing Fewer Payments Per Month Than It Was in TIME,-1
AMOUNT of ASSET mining focused in LOCATION ASSET is becoming more and more centralized over time.,-1
EXCHANGE listing of COMAPNY's ASSET and ASSET liquidity indices goes live,1
ASSET Transactions Are Steadily Growing at TIME Levels,1
COMPANY Wants to Help Make Your ICO a Success,1
Another New Survey Suggests Millennials Trust ASSET Over the Stock Market,1
COMPANY to start supporting ASSET,1
COMPANY starts supporting ASSET,1
COMPANY adds support for ASSET,1
COMPANY to start accepting ASSET,1
COMPANY will accept ASSET,1
COMPANY starts accepting ASSET,1
COMPANY now accepts ASSET,1
COMPANY will accept payments in ASSET,1
COMPANY now accepts payments in ASSET,1
COMPANY will accept ASSET payments,1
COMPANY now accepts ASSET payments,1
COMPANY starts offering ASSET accounts to its customers,1
You can now open a ASSET account at COMPANY,1
ASSET now accepted by COMPANY,1
ASSET now accepted by ORGANIZATION,1
COMPANY uses blockchain,1
COMPANY relies on blockchain,1
LOCATION uses blockchain,1
LOCATION relies on blockchain,1
ASSET will help,1
ASSET could help,1
ASSET will transform,1
ASSET could transform,1
ASSET has the potential to transform,1
ASSET will revolutionise,1
ASSET could revolutionise,1
ASSET has the potential to revolutionise,1
ASSET will forever change *,1
ASSET could forever change *,1
ASSET has the potential to forever change *,1
ASSET will completely change *,1
ASSET could completely change *,1
ASSET has the potential to completely change *,1
ASSET will change the way we,1
ASSET could change the way we,1
ASSET has the potential to change the way we,1
ASSET solves the problem of,1
EXCHANGE CEO found dead in LOCATION,-1
EXCHANGE sued,-1
EXCHANGE hacked,-1
EXCHANGE attacked,-1
AMOUNT ASSET lost,-1
AMOUNT MONEY worth of ASSET lost,-1
AMOUNT ASSET stolen,-1
AMOUNT MONEY worth of ASSET stolen,-1
Hackers steal AMOUNT ASSET,-1
Hackers steal AMOUNT MONEY worth of ASSET,-1
Hackers steal AMOUNT ASSET from EXCHANGE,-1
Hackers steal AMOUNT MONEY worth of ASSET from EXCHANGE,-1
EXCHANGE suffers security breach,-1
EXCHANGE attacked,-1
attack on EXCHANGE confirmed,-1
EXCHANGE shutting down,-1
EXCHANGE shuts down,-1
security  vulnerability discovered in EXCHANGE,-1
EXCHANGE vulnerability leaks,-1
EXCHANGE vulnerability causes,-1
EXCHANGE vulnerability exposes,-1
ASSET faces problems with,-1
ASSET faces issues with,-1
ASSET shutting down,-1
ASSET project shutting down,-1
ASSET is dead,-1
ASSET project is dead,-1
ASSET is officially dead,-1
ASSET project is officially dead,-1
ASSET a fraud,-1
ASSET is a fraud,-1
ASSET will never replace,-1
ASSET will never be able to,-1
ASSET recovering,1
ASSET price recovering,1
ASSET value recovering,1
ASSET hits all-time high,1
ASSET price hits all-time high,1
ASSET value hits all-time high,1
ASSET hits AMOUNT MONEY for the first time,1
ASSET value hits AMOUNT MONEY for the first time,1
ASSET price hits AMOUNT MONEY for the first time,1
ASSET exceeds AMOUNT MONEY,1
ASSET price exceeds AMOUNT MONEY,1
ASSET value exceeds AMOUNT MONEY,1
ASSET continues to rise,1
ASSET price continues to rise,1
ASSET value continues to rise,1
ASSET drops further,-1
ASSET price drops further,-1
ASSET value drops further,-1
ASSET drops to AMOUNT MONEY,-1
ASSET price drops to AMOUNT MONEY,-1
ASSET value drops to AMOUNT MONEY,-1
ASSET drops below AMOUNT MONEY,-1
ASSET price drops below AMOUNT MONEY,-1
ASSET value drops below AMOUNT MONEY,-1
ASSET sinks below AMOUNT MONEY,-1
ASSET price sinks below AMOUNT MONEY,-1
ASSET value sinks below AMOUNT MONEY,-1
ASSET sinks further,-1
ASSET value sinks further,-1
ASSET price sinks further,-1
ASSET down to AMOUNT MONEY,-1
ASSET price down to AMOUNT MONEY,-1
ASSET value down to AMOUNT MONEY,-1
ASSET continues to fall,-1
ASSET price continues to fall,-1
ASSET value continues to fall,-1
ASSET value expected to drop to AMOUNT by the end of TIME,-1
ASSET value expected to rise to AMOUNT by the end of TIME,1
ASSET could be worth AMOUNT by TIME,0
ASSET could be worth AMOUNT by the end of the year,0
ASSET price drops further,-1
PERSON: ASSET will be worth AMOUNT MONEY by TIME,0
PERSON: ASSET will be worth AMOUNT MONEY in TIME,0
ASSET  pulls back,1
COMPANY is falling on earnings,-1
LOCATION economic confidence slumps,-1
ASSET hits TIME high ,1
COMPANY reports first decline in revenues and profits,-1
LOCATION factory activity at lowest level in TIME,-1
COMPANY wallet addresses vulnerability concerns,-1
COMPANY responds to ORGANISATION request for input on ASSET,0
ORGANISATION supports new digital ASSET regulations,-1
LOCATION ORGANISATION releases first crypto EXCHANGE,1
LOCATION ORGANISATION classifies illicit crypto use under money laundering laws ,-1
ORGANISATION of LOCATION puts a deadline on release of crypto regulation,-1
LOCATION completes pilot scheme for national digital currency,1
crypto EXCHANGE adds support for ASSET,1
ASSET approaches AMOUNT as crypto markets stabilize,1
Crypto markets lose AMOUNT after recovery attempt,-1
EXCHANGE begins listing brave new coins,1
ASSET drops sharply to bellow AMOUNT,-1
ASSET price dives to AMOUNT,-1
COMPANY CEO PERSON changes his twitter name,0
COMPANY Co-founder PERSON belives in ASSET,1
PERSON says the global economy has bottomed already,1
massive ASSET growth ahead,1
ORGANISATION claims theft of AMOUNT due to critical COMPANY wallet bug,-1
LOCATION stock market could hit and an all time high in TIME,1
LOCATION ORGANISATION is launching its own digitial currency in TIME,1
LOCATION becomes first nation to comprehensively regulate ASSET,-1
PERSON should be forced out as CEO of COMPANY,-1
COMPANY and COMPANY team up to help millennials invest in ASSET,1
ASSET appears to violate ORGANISATION crypto listing framework,-1
COMPANY might soon list ASSET,1
COMPANY bankruptcy fleeces investors,-1
ORGANISATION just enabled clients acces to cryptocurrencies,1
dow futures ASSET struggle as summit gets off to shaky start,-1
ASSET earns EXCHANGE listing,1
COMPANY stock jumps wiith AMOUNT deal,1
ASSET surged AMOUNT after listing on COMPANY blockchain wallet,1
ORGANISATION sets TIME deadline for ORGANISATION to regulate cryptocurrency,-1
PERSON pumps fake ASSET price crisis,-1
ASSET price crawls past AMOUNT,1
ASSET trading is not for noobs,0
major ASSET EXCHANGE turn blind eye to wash trading,-1
ASSET trader suffers brutal turture in violent robbery,-1
EXCHANGE unveils plans to finally list ASSET,1
ORGANISATION returns stolen ASSET to crypto EXCHANGE from MONEY hack,0
ASSET price must hit this key level to exit bear market,0
COMPANY will feature full ERC20 support in crypto wallet,1
PERSON remains clueless about ASSET,-1
PERSON weights radical sale of COMPANY after AMOUNT stock wipeout,-1
ASSET mining giant COMPANY launches new chip,1
ASSET price plunges AMOUNT,-1
Failing ORGANISATION lost AMOUNT,-1
AMOUNT loss bankrupts LOCATION crypto EXCHANGE,-1
LOCATION to regulate crypto while launching its own cryptocurrency,0
ASSET spikes AMOUNT in TIME,1
COMPANY wants to help make your ICO a success,1
LOCATION crypto fund unveils two new ways to value ASSET,1
LOCATION auction house to sell AMOUNT in dark web ASSET,0
PERSON defends ASSET blockchains bloat,0
COMPANY stock enters a panic mode after PERSON issues scathing report,-1
COMPANY needs to buy COMPANY to compete with COMPANY,0
COMPANY crypto chief sets a massive ASSET price target,0
Crypto market gains AMOUNT in TIME,1
COMPANY faces backlash for latest acquisition,0
PERSON warns not to trust the ASSET rally,-1
ASSET mining giant COMPANY reveals AMOUNT loss,-1
AMOUNT ASSET scam swindles victims in LOCATION,-1
ASSET hits highest volume in TIME,1
ASSET price breaks medium-term resistance after surging AMOUNT,1
put your MONEy on crypto for long-term says PERSON ,0
ASSET surges AMOUNT over TIME,1
AMOUNT MONEY scandal of LOCATION biggest crypto EXCHANGE,-1
ASSET investors in LOCATION can now buy crypto at the post office,1
ASSET become bearish,-1
ASSET is bearish,-1
ASSET bear market,-1
